id,faculty_id,sub_title,subsub_title,lesson_title,lesson_term,lesson_date,lesson_credit,lesson_professor,lesson_objectives,lesson_content,lesson_style,lesson_evaluation,lesson_textbook,lesson_read,lesson_officehour,lesson_info,evaluate_exam,evaluate_report,evaluate_mintest,evaluate_apply,evaluate_others,evaluate_total,url,year
11,1,総合教育科目,基礎科目,基礎研究,前期,水１,2," 大槻　明","
            ・主体的に学ぶ意味と喜びを意識することができる。
            ・２週に亘るキャリア教育を通じて，将来の進路を見据えた，自分のキャリアをデザインすることができる。
            ・日本大学と所属学部について説明することができる。
            ・積極的に授業に参加する態度を示すことができる。
            ・テキストの読み方を修得し，テキストの趣旨を正しく読み解くことができる。
            ・ノートの取り方を修得し，効果的なノートテイキングができる。
            ・資料の収集や検索の方法を修得し，それを実践することができる。
            ・発表資料を作成し，分かりやすいプレゼンテーションをすることができる。
            ・レポートの書き方を修得し，論理的な文章を作成することができる。","
            本講義は，大学入学までの受動的な学習からの転換を図り，「自ら考え，行動し，創り上げる」日本大学の学生としての能動的な学修を導くことを目的とする。","
            本講義は，アクティブ・ラーニングの授業形態をとる。したがって，知識を覚えることに終始するのではなく，自ら考え行動することができるようになるため，「個人ワーク」，「グループワーク」，「発表・共有」の繰り返しにより授業を進める。なお，具体的な講義内容及び授業の進め方，評価方法については，自分が所属するクラスの担当教員の指示に従うこと。",,,,,,0,0,0,0,0,0,http://www.eco.nihon-u.ac.jp/about/disclosure/syllabus_2018/2018_AA00001011.html,2018
12,1,総合教育科目,基礎科目,基礎研究,前期,金１,2," 大森　信","
            ・主体的に学ぶ意味と喜びを意識することができる。
            ・２週に亘るキャリア教育を通じて，将来の進路を見据えた，自分のキャリアをデザインすることができる。
            ・日本大学と所属学部について説明することができる。
            ・積極的に授業に参加する態度を示すことができる。
            ・テキストの読み方を修得し，テキストの趣旨を正しく読み解くことができる。
            ・ノートの取り方を修得し，効果的なノートテイキングができる。
            ・資料の収集や検索の方法を修得し，それを実践することができる。
            ・発表資料を作成し，分かりやすいプレゼンテーションをすることができる。
            ・レポートの書き方を修得し，論理的な文章を作成することができる。","
            本講義は，大学入学までの受動的な学習からの転換を図り，「自ら考え，行動し，創り上げる」日本大学の学生としての能動的な学修を導くことを目的とする。","
            本講義は，アクティブ・ラーニングの授業形態をとる。したがって，知識を覚えることに終始するのではなく，自ら考え行動することができるようになるため，「個人ワーク」，「グループワーク」，「発表・共有」の繰り返しにより授業を進める。なお，具体的な講義内容及び授業の進め方，評価方法については，自分が所属するクラスの担当教員の指示に従うこと。",,,,,,0,0,0,0,0,0,http://www.eco.nihon-u.ac.jp/about/disclosure/syllabus_2018/2018_AA00001012.html,2018
13,1,総合教育科目,基礎科目,基礎研究,前期,土１,2," 岡本　奈穗子","
            ・主体的に学ぶ意味と喜びを意識することができる。
            ・２週に亘るキャリア教育を通じて，将来の進路を見据えた，自分のキャリアをデザインすることができる。
            ・日本大学と所属学部について説明することができる。
            ・積極的に授業に参加する態度を示すことができる。
            ・テキストの読み方を修得し，テキストの趣旨を正しく読み解くことができる。
            ・ノートの取り方を修得し，効果的なノートテイキングができる。
            ・資料の収集や検索の方法を修得し，それを実践することができる。
            ・発表資料を作成し，分かりやすいプレゼンテーションをすることができる。
            ・レポートの書き方を修得し，論理的な文章を作成することができる。","
            本講義は，大学入学までの受動的な学習からの転換を図り，「自ら考え，行動し，創り上げる」日本大学の学生としての能動的な学修を導くことを目的とする。","
            本講義は，アクティブ・ラーニングの授業形態をとる。したがって，知識を覚えることに終始するのではなく，自ら考え行動することができるようになるため，「個人ワーク」，「グループワーク」，「発表・共有」の繰り返しにより授業を進める。なお，具体的な講義内容及び授業の進め方，評価方法については，自分が所属するクラスの担当教員の指示に従うこと。",,,,,,0,0,0,0,0,0,http://www.eco.nihon-u.ac.jp/about/disclosure/syllabus_2018/2018_AA00001013.html,2018
14,1,総合教育科目,基礎科目,基礎研究,前期,火１,2," 小滝　一彦","
            ・主体的に学ぶ意味と喜びを意識することができる。
            ・２週に亘るキャリア教育を通じて，将来の進路を見据えた，自分のキャリアをデザインすることができる。
            ・日本大学と所属学部について説明することができる。
            ・積極的に授業に参加する態度を示すことができる。
            ・テキストの読み方を修得し，テキストの趣旨を正しく読み解くことができる。
            ・ノートの取り方を修得し，効果的なノートテイキングができる。
            ・資料の収集や検索の方法を修得し，それを実践することができる。
            ・発表資料を作成し，分かりやすいプレゼンテーションをすることができる。
            ・レポートの書き方を修得し，論理的な文章を作成することができる。","
            本講義は，大学入学までの受動的な学習からの転換を図り，「自ら考え，行動し，創り上げる」日本大学の学生としての能動的な学修を導くことを目的とする。","
            本講義は，アクティブ・ラーニングの授業形態をとる。したがって，知識を覚えることに終始するのではなく，自ら考え行動することができるようになるため，「個人ワーク」，「グループワーク」，「発表・共有」の繰り返しにより授業を進める。なお，具体的な講義内容及び授業の進め方，評価方法については，自分が所属するクラスの担当教員の指示に従うこと。",,,,,,0,0,0,0,0,0,http://www.eco.nihon-u.ac.jp/about/disclosure/syllabus_2018/2018_AA00001014.html,2018
15,1,総合教育科目,基礎科目,基礎研究,前期,水１,2," オルシニ　フィリップ","
            ・主体的に学ぶ意味と喜びを意識することができる。
            ・２週に亘るキャリア教育を通じて，将来の進路を見据えた，自分のキャリアをデザインすることができる。
            ・日本大学と所属学部について説明することができる。
            ・積極的に授業に参加する態度を示すことができる。
            ・テキストの読み方を修得し，テキストの趣旨を正しく読み解くことができる。
            ・ノートの取り方を修得し，効果的なノートテイキングができる。
            ・資料の収集や検索の方法を修得し，それを実践することができる。
            ・発表資料を作成し，分かりやすいプレゼンテーションをすることができる。
            ・レポートの書き方を修得し，論理的な文章を作成することができる。","
            本講義は，大学入学までの受動的な学習からの転換を図り，「自ら考え，行動し，創り上げる」日本大学の学生としての能動的な学修を導くことを目的とする。","
            本講義は，アクティブ・ラーニングの授業形態をとる。したがって，知識を覚えることに終始するのではなく，自ら考え行動することができるようになるため，「個人ワーク」，「グループワーク」，「発表・共有」の繰り返しにより授業を進める。なお，具体的な講義内容及び授業の進め方，評価方法については，自分が所属するクラスの担当教員の指示に従うこと。",,,,,,0,0,0,0,0,0,http://www.eco.nihon-u.ac.jp/about/disclosure/syllabus_2018/2018_AA00001015.html,2018
16,1,総合教育科目,基礎科目,基礎研究,前期,月１,2," 加藤　恭子","
            ・主体的に学ぶ意味と喜びを意識することができる。
            ・２週に亘るキャリア教育を通じて，将来の進路を見据えた，自分のキャリアをデザインすることができる。
            ・日本大学と所属学部について説明することができる。
            ・積極的に授業に参加する態度を示すことができる。
            ・テキストの読み方を修得し，テキストの趣旨を正しく読み解くことができる。
            ・ノートの取り方を修得し，効果的なノートテイキングができる。
            ・資料の収集や検索の方法を修得し，それを実践することができる。
            ・発表資料を作成し，分かりやすいプレゼンテーションをすることができる。
            ・レポートの書き方を修得し，論理的な文章を作成することができる。","
            本講義は，大学入学までの受動的な学習からの転換を図り，「自ら考え，行動し，創り上げる」日本大学の学生としての能動的な学修を導くことを目的とする。","
            本講義は，アクティブ・ラーニングの授業形態をとる。したがって，知識を覚えることに終始するのではなく，自ら考え行動することができるようになるため，「個人ワーク」，「グループワーク」，「発表・共有」の繰り返しにより授業を進める。なお，具体的な講義内容及び授業の進め方，評価方法については，自分が所属するクラスの担当教員の指示に従うこと。",,,,,,0,0,0,0,0,0,http://www.eco.nihon-u.ac.jp/about/disclosure/syllabus_2018/2018_AA00001016.html,2018
17,1,総合教育科目,基礎科目,基礎研究,前期,金１,2," 金田　耕一","
            ・主体的に学ぶ意味と喜びを意識することができる。
            ・２週に亘るキャリア教育を通じて，将来の進路を見据えた，自分のキャリアをデザインすることができる。
            ・日本大学と所属学部について説明することができる。
            ・積極的に授業に参加する態度を示すことができる。
            ・テキストの読み方を修得し，テキストの趣旨を正しく読み解くことができる。
            ・ノートの取り方を修得し，効果的なノートテイキングができる。
            ・資料の収集や検索の方法を修得し，それを実践することができる。
            ・発表資料を作成し，分かりやすいプレゼンテーションをすることができる。
            ・レポートの書き方を修得し，論理的な文章を作成することができる。","
            本講義は，大学入学までの受動的な学習からの転換を図り，「自ら考え，行動し，創り上げる」日本大学の学生としての能動的な学修を導くことを目的とする。","
            本講義は，アクティブ・ラーニングの授業形態をとる。したがって，知識を覚えることに終始するのではなく，自ら考え行動することができるようになるため，「個人ワーク」，「グループワーク」，「発表・共有」の繰り返しにより授業を進める。なお，具体的な講義内容及び授業の進め方，評価方法については，自分が所属するクラスの担当教員の指示に従うこと。",,,,,,0,0,0,0,0,0,http://www.eco.nihon-u.ac.jp/about/disclosure/syllabus_2018/2018_AA00001017.html,2018
18,1,総合教育科目,基礎科目,基礎研究,前期,月１,2," 金谷　貞男","
            ・主体的に学ぶ意味と喜びを意識することができる。
            ・２週に亘るキャリア教育を通じて，将来の進路を見据えた，自分のキャリアをデザインすることができる。
            ・日本大学と所属学部について説明することができる。
            ・積極的に授業に参加する態度を示すことができる。
            ・テキストの読み方を修得し，テキストの趣旨を正しく読み解くことができる。
            ・ノートの取り方を修得し，効果的なノートテイキングができる。
            ・資料の収集や検索の方法を修得し，それを実践することができる。
            ・発表資料を作成し，分かりやすいプレゼンテーションをすることができる。
            ・レポートの書き方を修得し，論理的な文章を作成することができる。","
            本講義は，大学入学までの受動的な学習からの転換を図り，「自ら考え，行動し，創り上げる」日本大学の学生としての能動的な学修を導くことを目的とする。","
            本講義は，アクティブ・ラーニングの授業形態をとる。したがって，知識を覚えることに終始するのではなく，自ら考え行動することができるようになるため，「個人ワーク」，「グループワーク」，「発表・共有」の繰り返しにより授業を進める。なお，具体的な講義内容及び授業の進め方，評価方法については，自分が所属するクラスの担当教員の指示に従うこと。",,,,,,0,0,0,0,0,0,http://www.eco.nihon-u.ac.jp/about/disclosure/syllabus_2018/2018_AA00001018.html,2018
19,1,総合教育科目,基礎科目,基礎研究,前期,月１,2," 上村　能弘","
            ・主体的に学ぶ意味と喜びを意識することができる。
            ・２週に亘るキャリア教育を通じて，将来の進路を見据えた，自分のキャリアをデザインすることができる。
            ・日本大学と所属学部について説明することができる。
            ・積極的に授業に参加する態度を示すことができる。
            ・テキストの読み方を修得し，テキストの趣旨を正しく読み解くことができる。
            ・ノートの取り方を修得し，効果的なノートテイキングができる。
            ・資料の収集や検索の方法を修得し，それを実践することができる。
            ・発表資料を作成し，分かりやすいプレゼンテーションをすることができる。
            ・レポートの書き方を修得し，論理的な文章を作成することができる。","
            本講義は，大学入学までの受動的な学習からの転換を図り，「自ら考え，行動し，創り上げる」日本大学の学生としての能動的な学修を導くことを目的とする。","
            本講義は，アクティブ・ラーニングの授業形態をとる。したがって，知識を覚えることに終始するのではなく，自ら考え行動することができるようになるため，「個人ワーク」，「グループワーク」，「発表・共有」の繰り返しにより授業を進める。なお，具体的な講義内容及び授業の進め方，評価方法については，自分が所属するクラスの担当教員の指示に従うこと。",,,,,,0,0,0,0,0,0,http://www.eco.nihon-u.ac.jp/about/disclosure/syllabus_2018/2018_AA00001019.html,2018
20,1,総合教育科目,基礎科目,基礎研究,前期,金１,2," 川出　真清","
            ・主体的に学ぶ意味と喜びを意識することができる。
            ・２週に亘るキャリア教育を通じて，将来の進路を見据えた，自分のキャリアをデザインすることができる。
            ・日本大学と所属学部について説明することができる。
            ・積極的に授業に参加する態度を示すことができる。
            ・テキストの読み方を修得し，テキストの趣旨を正しく読み解くことができる。
            ・ノートの取り方を修得し，効果的なノートテイキングができる。
            ・資料の収集や検索の方法を修得し，それを実践することができる。
            ・発表資料を作成し，分かりやすいプレゼンテーションをすることができる。
            ・レポートの書き方を修得し，論理的な文章を作成することができる。","
            本講義は，大学入学までの受動的な学習からの転換を図り，「自ら考え，行動し，創り上げる」日本大学の学生としての能動的な学修を導くことを目的とする。","
            本講義は，アクティブ・ラーニングの授業形態をとる。したがって，知識を覚えることに終始するのではなく，自ら考え行動することができるようになるため，「個人ワーク」，「グループワーク」，「発表・共有」の繰り返しにより授業を進める。なお，具体的な講義内容及び授業の進め方，評価方法については，自分が所属するクラスの担当教員の指示に従うこと。",,,,,,0,0,0,0,0,0,http://www.eco.nihon-u.ac.jp/about/disclosure/syllabus_2018/2018_AA00001020.html,2018
21,1,総合教育科目,基礎科目,基礎研究,前期,水１,2," 岸田　真","
            ・主体的に学ぶ意味と喜びを意識することができる。
            ・２週に亘るキャリア教育を通じて，将来の進路を見据えた，自分のキャリアをデザインすることができる。
            ・日本大学と所属学部について説明することができる。
            ・積極的に授業に参加する態度を示すことができる。
            ・テキストの読み方を修得し，テキストの趣旨を正しく読み解くことができる。
            ・ノートの取り方を修得し，効果的なノートテイキングができる。
            ・資料の収集や検索の方法を修得し，それを実践することができる。
            ・発表資料を作成し，分かりやすいプレゼンテーションをすることができる。
            ・レポートの書き方を修得し，論理的な文章を作成することができる。","
            本講義は，大学入学までの受動的な学習からの転換を図り，「自ら考え，行動し，創り上げる」日本大学の学生としての能動的な学修を導くことを目的とする。","
            本講義は，アクティブ・ラーニングの授業形態をとる。したがって，知識を覚えることに終始するのではなく，自ら考え行動することができるようになるため，「個人ワーク」，「グループワーク」，「発表・共有」の繰り返しにより授業を進める。なお，具体的な講義内容及び授業の進め方，評価方法については，自分が所属するクラスの担当教員の指示に従うこと。",,,,,,0,0,0,0,0,0,http://www.eco.nihon-u.ac.jp/about/disclosure/syllabus_2018/2018_AA00001021.html,2018
22,1,総合教育科目,基礎科目,基礎研究,前期,火１,2," 久井田　直之","
            ・主体的に学ぶ意味と喜びを意識することができる。
            ・２週に亘るキャリア教育を通じて，将来の進路を見据えた，自分のキャリアをデザインすることができる。
            ・日本大学と所属学部について説明することができる。
            ・積極的に授業に参加する態度を示すことができる。
            ・テキストの読み方を修得し，テキストの趣旨を正しく読み解くことができる。
            ・ノートの取り方を修得し，効果的なノートテイキングができる。
            ・資料の収集や検索の方法を修得し，それを実践することができる。
            ・発表資料を作成し，分かりやすいプレゼンテーションをすることができる。
            ・レポートの書き方を修得し，論理的な文章を作成することができる。","
            本講義は，大学入学までの受動的な学習からの転換を図り，「自ら考え，行動し，創り上げる」日本大学の学生としての能動的な学修を導くことを目的とする。","
            本講義は，アクティブ・ラーニングの授業形態をとる。したがって，知識を覚えることに終始するのではなく，自ら考え行動することができるようになるため，「個人ワーク」，「グループワーク」，「発表・共有」の繰り返しにより授業を進める。なお，具体的な講義内容及び授業の進め方，評価方法については，自分が所属するクラスの担当教員の指示に従うこと。",,,,,,0,0,0,0,0,0,http://www.eco.nihon-u.ac.jp/about/disclosure/syllabus_2018/2018_AA00001022.html,2018
